level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
344,345,149.0,17.0,17.0,167,70.455,63.51200000000001,17.0,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.66'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '88.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '72.0'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,402664.0,75.60000000000001,59.84,,,,,,,,,,,17.283333333333335,,,,8.0,7.0,8.0,7.0,0.02122129,0.02122129,0.0,Man City,Chelsea,24.0,Josko Gvardiol,DC,True,6.293125695949961,0.0,-35.51554976788328,J. Gvardiol,29.0,Man City
345,346,150.0,17.0,18.0,167,74.13,58.14000000000001,17.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '88.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '64.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.82'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,136741.0,67.935,60.18000000000001,,,,,,,,,,,17.3,,,,8.0,6.0,7.0,7.0,0.02401521,0.0174506,-0.0065646099999999985,Man City,Chelsea,20.0,Bernardo Silva,AMC,True,-6.190518246700762,0.0,161.7733985478842,B. Silva,29.0,Man City
346,347,150.5,17.0,19.0,167,67.935,60.18000000000001,17.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,402664.0,72.45,55.828,,,,,,151.0,,,,,17.316666666666666,,,,7.0,7.0,8.0,6.0,0.0174506,0.02401521,0.0065646099999999985,Man City,Chelsea,24.0,Josko Gvardiol,DC,True,0.0,6.187104285888353,-43.946863619498586,J. Gvardiol,29.0,Man City
347,348,151.0,17.0,20.0,167,72.45,55.828,17.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '73.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '87.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.65'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,402664.0,77.385,59.568,,,,,,,,,,,17.333333333333332,,,,8.0,6.0,8.0,7.0,0.02401521,0.02122129,-0.0027939199999999983,Man City,Chelsea,24.0,Josko Gvardiol,DC,True,1.5574720968923046,0.0,37.15674427463075,J. Gvardiol,29.0,Man City
348,349,152.0,17.0,20.0,167,77.385,59.568,17.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '74.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '80.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.95'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.8'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,136741.0,78.54,54.876000000000005,,,,,,,,,,,17.333333333333332,,,,8.0,7.0,9.0,6.0,0.02122129,0.02953272,0.008311429999999998,Man City,Chelsea,20.0,Bernardo Silva,AMC,True,3.930211773786205,0.0,-76.17081762557261,B. Silva,29.0,Man City
349,350,153.0,17.0,21.0,167,78.855,56.37200000000001,17.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.76'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '73.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '85.9'}]","[91, 120, 29, 36, 38, 217, 218]",True,73084.0,90.19500000000001,49.844,,,,,,,,,,,17.35,,,,,,,,,,,Man City,Chelsea,17.0,Kevin De Bruyne,AMC,True,12.725715530764408,0.0,-29.927372071758498,K. D. Bruyne,29.0,Man City
350,351,155.0,17.0,23.0,15,15.75,16.864,17.0,FirstHalf,Clearance,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.39'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '46.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '50.5'}]","[91, 94, 95, 216]",True,403850.0,58.38,34.34,,,,,,,,,,,17.383333333333333,,,,,,,,,,,Chelsea,Man City,27.0,Malo Gusto,DR,True,0.0,0.0,22.29098271187091,M. Gusto,29.0,Man City
351,352,154.0,17.0,27.0,167,45.36000000000001,34.204,17.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.99'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '55.2'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '22.8'}]","[91, 117, 30, 35, 37, 215, 218]",True,297390.0,23.94,37.536,,,,,,,,,,,17.45,,,,5.0,4.0,2.0,4.0,0.01484598,0.01016549,-0.004680490000000001,Man City,Chelsea,25.0,Manuel Akanji,DC,True,-21.49673816407372,0.0,171.15818543980834,M. Akanji,29.0,Man City
352,353,154.5,17.0,29.0,167,23.94,37.536,17.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,121774.0,26.880000000000003,39.372,,,,,,155.0,,,,,17.483333333333334,,,,2.0,4.0,2.0,4.0,0.01016549,0.01016549,0.0,Man City,Chelsea,31.0,Ederson,GK,True,0.0,2.832599420007739,31.98435723489407,Ederson,29.0,Man City
353,354,155.0,17.0,31.0,167,26.880000000000003,39.372,17.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '71.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.90'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.9'}]","[91, 117, 30, 36, 37, 215, 218]",True,121774.0,34.230000000000004,48.688,,,,,,,,,,,17.516666666666666,,,,2.0,4.0,3.0,5.0,0.01016549,0.01110462,0.0009391300000000016,Man City,Chelsea,31.0,Ederson,GK,True,6.026342640840056,0.0,51.727788237458334,Ederson,29.0,Man City
354,355,155.5,17.0,33.5,167,34.230000000000004,48.688,17.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,313171.0,37.065,49.980000000000004,,,,,,156.0,,,,,17.558333333333334,,,,3.0,5.0,4.0,5.0,0.01110462,0.01269174,0.0015871199999999992,Man City,Chelsea,3.0,Ruben Dias,DC,True,0.0,2.4890009615540833,24.500268850262383,R. Dias,29.0,Man City
355,356,156.0,17.0,36.0,167,37.065,49.980000000000004,17.0,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.17'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '89.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '39.7'}]","[91, 117, 30, 36, 37, 216, 218]",True,313171.0,41.685,60.99600000000001,,,,,,,,,,,17.6,,,,4.0,5.0,4.0,7.0,0.01269174,0.01126267,-0.0014290699999999993,Man City,Chelsea,3.0,Ruben Dias,DC,True,0.9591124998039788,0.0,67.24731144433557,R. Dias,29.0,Man City
356,357,157.0,17.0,38.0,167,41.685,60.99600000000001,17.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '95.1'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.16'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '61.8'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,402664.0,64.89,64.668,,,,,,,,,,,17.633333333333333,,,,4.0,7.0,7.0,7.0,0.01126267,0.0174506,0.0061879299999999995,Man City,Chelsea,24.0,Josko Gvardiol,DC,True,18.339058836110276,0.0,8.992024801553848,J. Gvardiol,29.0,Man City
357,358,157.5,17.0,42.0,167,64.89,64.668,17.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,388098.0,78.435,56.984,,,,,,158.0,,,,,17.7,,,,7.0,7.0,9.0,6.0,0.0174506,0.02953272,0.012082119999999998,Man City,Chelsea,11.0,Jeremy Doku,AMR,True,0.0,15.363156355489203,-29.565990865269267,J. Doku,29.0,Man City
358,359,158.0,17.0,46.0,167,78.435,56.984,17.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '87.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '59.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.39'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,388098.0,91.665,40.528000000000006,,,,,,,,,,,17.766666666666666,,,,9.0,6.0,10.0,4.0,0.02953272,0.10805102,0.0785183,Man City,Chelsea,11.0,Jeremy Doku,AMR,True,20.280695106489564,0.0,-51.20203798909008,J. Doku,29.0,Man City
359,360,159.0,17.0,47.0,167,88.72500000000001,40.868,17.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '86.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '45.0'}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.91'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 210, 'displayName': 'ShotAssist'}, 'value': '16'}, {'type': {'value': 22, 'displayName': 'RegularPlay'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.5'}, {'type': {'value': 11112, 'displayName': 'BigChanceCreated'}}, {'type': {'value': 11111, 'displayName': 'IntentionalGoalAssist'}}, {'type': {'value': 11113, 'displayName': 'KeyPass'}}]","[91, 92, 100, 119, 117, 30, 123, 203, 205, 40, 46, 52, 36, 38, 217, 218]",True,136741.0,90.825,30.6,,,,,,,,,,,17.783333333333335,,,,10.0,4.0,10.0,3.0,0.10805102,0.10805102,0.0,Man City,Chelsea,20.0,Bernardo Silva,AMC,True,3.087738711611589,0.0,-78.44132992607071,B. Silva,29.0,Man City
360,361,159.5,17.0,47.5,167,90.825,30.6,17.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '1'}",[],True,315227.0,97.23,36.448,,,,,,160.0,,,,,17.791666666666668,,,,10.0,3.0,11.0,4.0,0.10805102,0.25745362,0.1494026,Man City,Chelsea,9.0,Erling Haaland,FW,True,0.0,6.4305494736688225,42.39722568753727,E. Haaland,29.0,Man City
361,362,157.0,17.0,48.0,15,11.76,35.156000000000006,17.0,FirstHalf,Challenge,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '161'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]",[55],False,421351.0,,,,,,,,,,,,,17.8,,,,,,,,,,,Chelsea,Man City,6.0,Levi Colwill,DC,True,0.0,0.0,,L. Colwill,29.0,Man City
362,363,161.0,17.0,48.0,167,93.24,32.844,17.0,FirstHalf,TakeOn,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '157'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 54]",True,315227.0,,,,,,,,,,,,,17.8,,,,,,,,,,,Man City,Chelsea,9.0,Erling Haaland,FW,True,0.0,0.0,,E. Haaland,29.0,Man City
363,364,160.0,17.0,51.0,167,97.23,36.448,17.0,FirstHalf,Goal,Successful,"[{'type': {'value': 214, 'displayName': 'BigChance'}}, {'type': {'value': 103, 'displayName': 'GoalMouthZ'}, 'value': '7.0'}, {'type': {'value': 55, 'displayName': 'RelatedEventId'}, 'value': '159'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 102, 'displayName': 'GoalMouthY'}, 'value': '49.1'}, {'type': {'value': 22, 'displayName': 'RegularPlay'}}, {'type': {'value': 215, 'displayName': 'IndividualPlay'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 29, 'displayName': 'Assisted'}}, {'type': {'value': 72, 'displayName': 'LeftFoot'}}, {'type': {'value': 154, 'displayName': 'IntentionalAssist'}}, {'type': {'value': 78, 'displayName': 'LowCentre'}}, {'type': {'value': 17, 'displayName': 'BoxCentre'}}]","[91, 24, 9, 10, 202, 1, 3, 13, 17, 19, 26]",True,315227.0,,,,,7.0,33.388000000000005,True,159.0,136741.0,True,,,17.85,,,,,,,,,,,Man City,Chelsea,9.0,Erling Haaland,FW,True,0.0,0.0,,E. Haaland,29.0,Man City
364,365,158.0,20.0,23.0,15,52.395,33.932,20.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '41.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '24.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.23'}]","[91, 117, 30, 35, 38, 216, 218]",True,426050.0,43.260000000000005,16.388,,,,,,,,,,,20.383333333333333,,,,5.0,3.0,4.0,1.0,0.01484598,0.01214719,-0.0026987899999999995,Chelsea,Man City,15.0,Nicolas Jackson,FW,True,-11.597838726538264,0.0,-117.50557985224117,N. Jackson,30.0,Chelsea
365,366,159.0,20.0,25.0,15,43.260000000000005,16.388,20.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.51'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '32.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 35, 37, 216, 218]",True,403850.0,35.28,22.168000000000003,,,,,,,,,,,20.416666666666668,,,,4.0,1.0,3.0,2.0,0.01214719,0.01110462,-0.0010425699999999996,Chelsea,Man City,27.0,Malo Gusto,DR,True,-6.513979697120803,0.0,144.08378080072396,M. Gusto,30.0,Chelsea
366,367,160.0,20.0,27.0,15,35.28,22.168000000000003,20.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.08'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '54.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 37, 215, 218]",True,373946.0,26.880000000000003,37.128,,,,,,,,,,,20.45,,,,3.0,2.0,2.0,4.0,0.01110462,0.01016549,-0.0009391300000000016,Chelsea,Man City,29.0,Wesley Fofana,DC,True,-7.465736610849007,0.0,119.31409407993361,W. Fofana,30.0,Chelsea
367,368,161.0,20.0,30.0,15,26.880000000000003,37.128,20.0,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.88'}]","[91, 117, 30, 36, 38, 215, 218]",True,421351.0,34.65,33.79600000000001,,,,,,,,,,,20.5,,,,2.0,4.0,3.0,3.0,0.01016549,0.01132376,0.0011582700000000012,Chelsea,Man City,6.0,Levi Colwill,DC,True,7.832303207054736,0.0,-23.211048826022612,L. Colwill,30.0,Chelsea
368,369,161.5,20.0,31.5,15,34.65,33.79600000000001,20.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,410175.0,30.240000000000002,45.492000000000004,,,,,,162.0,,,,,20.525,,,,3.0,3.0,3.0,5.0,0.01132376,0.01110462,-0.0002191399999999996,Chelsea,Man City,25.0,Moises Caicedo,DMC,True,0.0,-5.287814087701946,110.65905068611733,M. Caicedo,30.0,Chelsea
369,370,162.0,20.0,33.0,15,30.240000000000002,45.492000000000004,20.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.73'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '89.3'}]","[91, 117, 30, 35, 37, 215, 218]",True,410175.0,27.72,60.724000000000004,,,,,,,,,,,20.55,,,,3.0,5.0,3.0,7.0,0.01110462,0.00977659,-0.0013280300000000009,Chelsea,Man City,25.0,Moises Caicedo,DMC,True,-6.132120512232902,0.0,99.39399095895108,M. Caicedo,30.0,Chelsea
370,371,163.0,20.0,35.0,15,27.72,61.2,20.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '164'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '29.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.25'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 118, 120, 29, 36, 37, 215, 218]",True,363496.0,30.87,62.016000000000005,,,,,,,,,,,20.583333333333332,,,,,,,,,,,Chelsea,Man City,3.0,Marc Cucurella,DL,True,2.6796136023474446,0.0,14.52309213109309,M. Cucurella,30.0,Chelsea
371,372,164.0,20.0,35.0,167,77.80499999999999,8.432,20.0,FirstHalf,BlockedPass,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '163'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 60]",True,136741.0,,,,,,,,,,,,,20.583333333333332,,,,,,,,,,,Man City,Chelsea,20.0,Bernardo Silva,AMC,True,0.0,0.0,,B. Silva,30.0,Chelsea
372,373,165.0,20.0,47.0,15,29.505000000000003,68.0,20.0,FirstHalf,Pass,Successful,"[{'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.51'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 212, 35, 38, 215]",True,363496.0,27.930000000000003,61.2,,,,,,,,,,,20.783333333333335,,,,3.0,7.0,3.0,7.0,0.00977659,0.00977659,0.0,Chelsea,Man City,3.0,Marc Cucurella,DL,True,1.0689445722679807,0.0,-103.04076103389667,M. Cucurella,30.0,Chelsea
373,374,166.0,20.0,48.0,15,28.035,60.99600000000001,20.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '46.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '30.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.95'}]","[91, 118, 120, 29, 36, 38, 216, 218]",True,369430.0,35.07,31.756000000000004,,,,,,,,,,,20.8,,,,,,,,,,,Chelsea,Man City,8.0,Enzo Fernandez,AMC,True,11.596222139501535,0.0,-76.47203270585894,E. Fernandez,30.0,Chelsea
374,375,166.0,20.0,50.0,167,73.605,36.04,20.0,FirstHalf,BallRecovery,Successful,[],[93],False,388098.0,,,,,,,,,,,,,20.833333333333332,,,,,,,,,,,Man City,Chelsea,11.0,Jeremy Doku,AMR,True,0.0,0.0,,J. Doku,31.0,Man City
375,376,167.0,20.0,51.0,167,73.605,36.04,20.0,FirstHalf,Pass,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.42'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '62.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.9'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,388098.0,66.045,42.636,,,,,,,,,,,20.85,,,,8.0,4.0,7.0,5.0,0.02385149,0.01935132,-0.004500169999999998,Man City,Chelsea,11.0,Jeremy Doku,AMR,True,-8.439575206332265,0.0,138.89573249274494,J. Doku,31.0,Man City
376,377,168.0,20.0,54.0,167,66.045,42.636,20.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.56'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '51.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '54.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.1'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,402664.0,54.075,37.332,,,,,,,,,,,20.9,,,,7.0,5.0,6.0,4.0,0.01935132,0.01689528,-0.002456040000000003,Man City,Chelsea,24.0,Josko Gvardiol,DC,True,-11.133105757305295,0.0,-156.1014958626409,J. Gvardiol,31.0,Man City
377,378,169.0,20.0,56.0,167,54.81,39.168000000000006,20.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '66.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '92.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '27.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.01'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,313171.0,69.51,62.696000000000005,,,,,,,,,,,20.933333333333334,,,,6.0,4.0,7.0,7.0,0.01689528,0.0174506,0.0005553200000000015,Man City,Chelsea,3.0,Ruben Dias,DC,True,4.8154691431210495,0.0,58.003373463687836,R. Dias,31.0,Man City
378,379,169.5,20.0,59.5,167,69.51,62.696000000000005,20.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,388098.0,79.8,62.696000000000005,,,,,,170.0,,,,,20.991666666666667,,,,8.0,7.0,9.0,7.0,0.02122129,0.02756312,0.00634183,Man City,Chelsea,11.0,Jeremy Doku,AMR,True,0.0,7.449582127661245,0.0,J. Doku,31.0,Man City
379,380,170.0,21.0,3.0,167,79.8,62.696000000000005,21.0,FirstHalf,Pass,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.36'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '63.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '88.0'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,388098.0,66.675,59.84,,,,,,,,,,,21.05,,,,9.0,7.0,7.0,7.0,0.02756312,0.0174506,-0.01011252,Man City,Chelsea,11.0,Jeremy Doku,AMR,True,-8.032092065358654,0.0,-167.7238089797619,J. Doku,31.0,Man City
